event_type,latitude,longitude,requires_road_closure,priority,status,corridor,zone,junction,resolution_minutes,planned_duration_minutes,hour_of_day,day_of_week,is_peak_hour,is_weekend,corridor_rank,junction_recurrence,event_cause_enc,veh_type_enc,zone_enc
unplanned,12.9665042,77.6075367,0,High,closed,Mysore Road,unknown,unknown,700.3774083333333,,23.0,1.0,0,0,629,4974,11,4,10
unplanned,12.906819,77.6288036,0,High,closed,Hosur Road,unknown,unknown,700.3774083333333,,2.0,2.0,0,0,274,4974,11,1,10
unplanned,12.9900274,77.5051489,0,High,closed,Magadi Road,unknown,unknown,700.3774083333333,,3.0,2.0,0,0,215,4974,11,1,10
unplanned,13.035842,77.5888336,0,High,closed,Bellary Road 1,unknown,unknown,700.3774083333333,,4.0,2.0,0,0,537,4974,11,4,10
unplanned,13.0200667,77.7093307,1,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,23.0,1.0,0,0,2756,4974,11,6,10
unplanned,12.9672379,77.5882814,0,High,closed,Mysore Road,unknown,unknown,700.3774083333333,,23.0,1.0,0,0,629,4974,11,1,10
unplanned,12.9571556,77.5510504,0,High,closed,Mysore Road,unknown,unknown,700.3774083333333,,19.0,2.0,1,0,629,4974,11,2,10
unplanned,13.0384677,77.6254867,0,High,closed,Hennur Main Road,unknown,unknown,700.3774083333333,,4.0,2.0,0,0,68,4974,3,10,10
unplanned,13.0716765,77.5931489,0,High,closed,Bellary Road 2,unknown,unknown,700.3774083333333,,19.0,2.0,1,0,329,4974,4,10,10
unplanned,12.9496407,77.6997408,0,High,active,ORR East 1,unknown,unknown,700.3774083333333,,5.0,2.0,0,0,223,4974,13,10,10
unplanned,13.0685935,77.651587,0,Low,active,Non-corridor,unknown,unknown,700.3774083333333,,5.0,2.0,0,0,2756,4974,3,10,10
unplanned,12.9399901,77.6955035,0,High,closed,ORR East 1,unknown,unknown,700.3774083333333,,4.0,2.0,0,0,223,4974,11,1,10
planned,12.9671627,77.61127353,1,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,700.3774083333333,,,0,0,2756,4974,6,10,10
unplanned,12.9807501,77.5860247,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,19.0,2.0,1,0,2756,4974,11,1,10
unplanned,13.0236136,77.599707,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,5.0,2.0,0,0,2756,4974,11,1,10
unplanned,13.046263,77.5735151,0,High,closed,ORR North 2,unknown,unknown,700.3774083333333,,6.0,2.0,0,0,166,4974,5,10,10
unplanned,13.02652,77.7205359,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,6.0,2.0,0,0,2756,4974,4,10,10
unplanned,13.0197621,77.7088026,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,5.0,2.0,0,0,2756,4974,11,1,10
unplanned,13.1758867,77.6357701,0,High,closed,Bellary Road 2,unknown,unknown,700.3774083333333,,6.0,2.0,0,0,329,4974,11,1,10
unplanned,12.8902017,77.6427567,0,High,active,Hosur Road,unknown,unknown,700.3774083333333,,7.0,2.0,1,0,274,4974,9,10,10
unplanned,12.8901717,77.642695,0,High,active,Hosur Road,unknown,unknown,700.3774083333333,,7.0,2.0,1,0,274,4974,9,10,10
unplanned,13.0483105,77.6452213,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,20.0,2.0,1,0,2756,4974,3,10,10
unplanned,12.9310893,77.6865479,0,High,closed,ORR East 1,unknown,unknown,700.3774083333333,,5.0,2.0,0,0,223,4974,11,1,10
unplanned,12.9092481,77.6274651,0,High,closed,Hosur Road,unknown,unknown,700.3774083333333,,9.0,2.0,1,0,274,4974,11,7,10
unplanned,13.0333853,77.5409753,0,High,closed,ORR North 2,unknown,unknown,700.3774083333333,,19.0,2.0,1,0,166,4974,11,2,10
unplanned,12.9568333,77.5492654,0,High,closed,Mysore Road,unknown,unknown,700.3774083333333,,19.0,2.0,1,0,629,4974,11,2,10
unplanned,12.9592132,77.6538071,0,High,closed,Old Airport Road,unknown,unknown,700.3774083333333,,6.0,2.0,0,0,61,4974,11,4,10
unplanned,12.9609284,77.5488656,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,19.0,2.0,1,0,2756,4974,11,2,10
unplanned,12.9690359,77.7008253,0,High,active,ORR East 2,unknown,unknown,700.3774083333333,,20.0,2.0,1,0,179,4974,3,10,10
unplanned,12.9693548,77.7007271,0,High,active,ORR East 2,unknown,unknown,700.3774083333333,,20.0,2.0,1,0,179,4974,3,10,10
unplanned,12.9150768,77.6239102,0,High,closed,ORR East 1,unknown,unknown,700.3774083333333,,20.0,2.0,1,0,223,4974,11,9,10
unplanned,12.9929044,77.6612914,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,19.0,2.0,1,0,2756,4974,11,2,10
unplanned,13.0379671,77.6258529,0,High,closed,Hennur Main Road,unknown,unknown,700.3774083333333,,19.0,2.0,1,0,68,4974,3,10,10
unplanned,12.95563253,77.71780861,0,High,closed,Varthur Road,unknown,unknown,700.3774083333333,,19.0,2.0,1,0,68,4974,5,10,10
unplanned,12.9931223,77.6611591,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,19.0,2.0,1,0,2756,4974,11,2,10
unplanned,13.0377323,77.5221675,0,High,closed,Tumkur Road,unknown,unknown,700.3774083333333,,20.0,2.0,1,0,400,4974,11,9,10
unplanned,13.120385,77.6100183,0,High,closed,Bellary Road 2,unknown,unknown,700.3774083333333,,18.0,2.0,1,0,329,4974,11,7,10
unplanned,12.907183,77.600723,0,High,closed,Bannerghata Road,unknown,unknown,700.3774083333333,,20.0,2.0,1,0,196,4974,11,1,10
unplanned,13.0496604,77.5077631,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,21.0,2.0,0,0,2756,4974,5,10,10
unplanned,13.1104781,77.5800625,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,20.0,2.0,1,0,2756,4974,13,10,10
unplanned,13.0483814,77.6455068,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,21.0,2.0,0,0,2756,4974,11,5,10
planned,13.0193149,77.6188821,1,Low,closed,Non-corridor,unknown,unknown,2.677833333333333,2.677833333333333,21.0,2.0,0,0,2756,4974,7,10,10
unplanned,12.8773032,77.6246787,0,Low,active,Non-corridor,unknown,unknown,700.3774083333333,,21.0,2.0,0,0,2756,4974,5,10,10
unplanned,12.9575357,77.5517318,0,High,closed,Mysore Road,unknown,unknown,700.3774083333333,,19.0,2.0,1,0,629,4974,11,2,10
unplanned,12.877805,77.6246983,0,Low,active,Non-corridor,unknown,unknown,700.3774083333333,,21.0,2.0,0,0,2756,4974,9,10,10
unplanned,12.9874261,77.5785178,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,21.0,2.0,0,0,2756,4974,11,1,10
unplanned,12.907229,77.6007892,0,High,closed,Bannerghata Road,unknown,unknown,700.3774083333333,,20.0,2.0,1,0,196,4974,11,1,10
planned,12.9697571,77.7004934,0,High,closed,ORR East 2,unknown,unknown,790.0961000000001,790.0961000000001,20.0,2.0,1,0,179,4974,3,10,10
unplanned,12.9554921,77.6894413,1,High,closed,Old Airport Road,unknown,unknown,700.3774083333333,,20.0,2.0,1,0,61,4974,9,10,10
unplanned,12.9098753,77.54994617,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,21.0,2.0,0,0,2756,4974,3,10,10
unplanned,12.9619245,77.7016093,0,High,closed,ORR East 2,unknown,unknown,700.3774083333333,,21.0,2.0,0,0,179,4974,11,1,10
unplanned,12.9381324,77.5566067,0,Low,active,Non-corridor,unknown,unknown,700.3774083333333,,21.0,2.0,0,0,2756,4974,5,10,10
unplanned,12.9800069,77.5704915,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,20.0,2.0,1,0,2756,4974,11,9,10
unplanned,12.9885543,77.5086676,0,High,closed,Magadi Road,unknown,unknown,700.3774083333333,,20.0,2.0,1,0,215,4974,11,1,10
unplanned,12.9930505,77.6611912,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,19.0,2.0,1,0,2756,4974,11,2,10
unplanned,13.0177383,77.5573517,0,High,closed,Tumkur Road,unknown,unknown,700.3774083333333,,23.0,2.0,0,0,400,4974,11,4,10
unplanned,12.9826088,77.5682927,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,21.0,2.0,0,0,2756,4974,11,1,10
unplanned,12.8881743,77.6401929,0,High,closed,Hosur Road,unknown,unknown,700.3774083333333,,22.0,2.0,0,0,274,4974,11,1,10
unplanned,12.9485754,77.5929669,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,0.0,3.0,0,0,2756,4974,11,4,10
unplanned,12.9913346,77.657633,0,High,closed,Old Madras Road,unknown,unknown,700.3774083333333,,20.0,2.0,1,0,241,4974,11,4,10
unplanned,12.95609333,77.73057307,0,High,closed,Varthur Road,unknown,unknown,700.3774083333333,,20.0,2.0,1,0,68,4974,11,1,10
unplanned,13.0803177,77.5923869,0,High,closed,Bellary Road 2,unknown,unknown,700.3774083333333,,0.0,3.0,0,0,329,4974,1,10,10
unplanned,13.1903461,77.6453381,0,High,closed,Bellary Road 2,unknown,unknown,700.3774083333333,,22.0,2.0,0,0,329,4974,11,7,10
unplanned,12.9929252,77.6611477,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,20.0,2.0,1,0,2756,4974,11,2,10
unplanned,13.0041761,77.5537173,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,22.0,2.0,0,0,2756,4974,11,3,10
planned,13.0515065,77.5941215,0,High,closed,Bellary Road 1,unknown,unknown,250.8135,250.8135,0.0,3.0,0,0,537,4974,3,10,10
unplanned,12.9275026,77.6213985,0,High,active,IRR(Thanisandra road),unknown,unknown,700.3774083333333,,23.0,2.0,0,0,90,4974,13,10,10
unplanned,13.1194517,77.6092717,0,High,closed,Bellary Road 2,unknown,unknown,700.3774083333333,,20.0,2.0,1,0,329,4974,11,5,10
unplanned,12.9722052,77.5871331,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,21.0,2.0,0,0,2756,4974,11,3,10
unplanned,13.0400959,77.5185915,0,High,closed,Tumkur Road,unknown,unknown,700.3774083333333,,20.0,2.0,1,0,400,4974,11,4,10
unplanned,13.068756,77.4485348,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,21.0,2.0,0,0,2756,4974,11,9,10
unplanned,12.9274662,77.6213701,0,High,active,IRR(Thanisandra road),unknown,unknown,700.3774083333333,,23.0,2.0,0,0,90,4974,13,10,10
unplanned,12.9654216,77.6175057,1,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,23.0,2.0,0,0,2756,4974,11,1,10
unplanned,12.9501557,77.6992408,0,High,active,ORR East 1,unknown,unknown,700.3774083333333,,1.0,3.0,0,0,223,4974,13,10,10
unplanned,12.9521846,77.5406402,0,High,closed,Mysore Road,unknown,unknown,700.3774083333333,,2.0,3.0,0,0,629,4974,11,2,10
unplanned,13.0352563,77.5411118,0,High,closed,ORR North 2,unknown,unknown,700.3774083333333,,1.0,3.0,0,0,166,4974,11,2,10
unplanned,13.0292483,77.5709898,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,23.0,2.0,0,0,2756,4974,11,1,10
unplanned,12.9906259,77.656164,0,High,closed,Old Madras Road,unknown,unknown,700.3774083333333,,0.0,3.0,0,0,241,4974,11,1,10
unplanned,12.9567177,77.5489711,0,High,closed,Mysore Road,unknown,unknown,700.3774083333333,,21.0,2.0,0,0,629,4974,11,2,10
unplanned,12.9074412,77.585744,0,High,closed,ORR West 1,unknown,unknown,700.3774083333333,,23.0,2.0,0,0,140,4974,11,1,10
unplanned,13.0428689,77.5128114,0,High,active,Tumkur Road,unknown,unknown,700.3774083333333,,0.0,3.0,0,0,400,4974,4,10,10
unplanned,12.9959916,77.6672023,0,High,closed,ORR North 1,unknown,unknown,700.3774083333333,,5.0,3.0,0,0,239,4974,11,6,10
unplanned,13.0381048,77.6260534,0,High,active,Hennur Main Road,unknown,unknown,700.3774083333333,,5.0,3.0,0,0,68,4974,3,10,10
unplanned,13.053298,77.7618949,1,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,5.0,3.0,0,0,2756,4974,11,2,10
unplanned,13.0142943,77.5832533,0,High,closed,Bellary Road 1,unknown,unknown,700.3774083333333,,4.0,3.0,0,0,537,4974,11,6,10
unplanned,13.0378118,77.6266047,0,High,active,ORR North 1,unknown,unknown,700.3774083333333,,0.0,3.0,0,0,239,4974,3,10,10
unplanned,13.0291861,77.571059,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,23.0,2.0,0,0,2756,4974,11,1,10
unplanned,13.0428378,77.5127446,0,High,active,Tumkur Road,unknown,unknown,700.3774083333333,,0.0,3.0,0,0,400,4974,4,10,10
unplanned,12.960562,77.5042188,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,1.0,3.0,0,0,2756,4974,11,6,10
unplanned,13.0065682,77.5838844,0,High,closed,Bellary Road 1,unknown,unknown,700.3774083333333,,1.0,3.0,0,0,537,4974,11,3,10
unplanned,12.9766535,77.6017105,0,High,closed,Old Madras Road,unknown,unknown,700.3774083333333,,1.0,3.0,0,0,241,4974,5,10,10
unplanned,13.0143856,77.5832232,0,High,closed,Bellary Road 1,unknown,unknown,700.3774083333333,,3.0,3.0,0,0,537,4974,11,4,10
unplanned,13.040713,77.5177801,0,High,closed,Tumkur Road,unknown,unknown,700.3774083333333,,4.0,3.0,0,0,400,4974,11,2,10
unplanned,13.0436325,77.5533837,0,High,closed,ORR North 2,unknown,unknown,700.3774083333333,,6.0,3.0,0,0,166,4974,11,4,10
unplanned,12.9848373,77.5748703,0,Low,active,Non-corridor,unknown,unknown,700.3774083333333,,6.0,3.0,0,0,2756,4974,4,10,10
unplanned,13.0174194,77.6297846,0,High,closed,Airport New South Road,unknown,unknown,700.3774083333333,,8.0,3.0,1,0,62,4974,11,2,10
unplanned,12.9606992,77.7015009,0,High,closed,ORR East 2,unknown,unknown,700.3774083333333,,11.0,3.0,0,0,179,4974,11,1,10
unplanned,12.9725365,77.5942493,0,High,closed,Mysore Road,unknown,unknown,700.3774083333333,,2.0,3.0,0,0,629,4974,5,10,10
unplanned,13.001119,77.5839711,0,High,closed,Bellary Road 1,unknown,unknown,700.3774083333333,,4.0,3.0,0,0,537,4974,5,10,10
unplanned,12.9753798,77.6259183,0,High,closed,Old Madras Road,unknown,unknown,700.3774083333333,,2.0,3.0,0,0,241,4974,11,1,10
unplanned,13.0378143,77.6266146,1,High,active,ORR North 1,unknown,unknown,700.3774083333333,,4.0,3.0,0,0,239,4974,3,10,10
unplanned,12.9903101,77.7137328,0,Low,active,Non-corridor,unknown,unknown,700.3774083333333,,4.0,3.0,0,0,2756,4974,5,10,10
unplanned,13.056255,77.47676,0,Low,active,Non-corridor,unknown,unknown,700.3774083333333,,5.0,3.0,0,0,2756,4974,4,10,10
unplanned,13.0357448,77.7353443,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,5.0,3.0,0,0,2756,4974,11,2,10
unplanned,13.0387694,77.5896237,0,High,closed,Bellary Road 1,unknown,unknown,700.3774083333333,,12.0,3.0,0,0,537,4974,11,9,10
unplanned,12.9362816,77.7053399,0,Low,active,Non-corridor,unknown,unknown,700.3774083333333,,19.0,3.0,1,0,2756,4974,3,10,10
planned,12.969468,77.7007118,0,High,closed,ORR East 2,unknown,unknown,893.7863166666666,893.7863166666666,19.0,3.0,1,0,179,4974,3,10,10
unplanned,13.1834435,77.6797495,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,19.0,3.0,1,0,2756,4974,11,7,10
unplanned,12.9930077,77.6094781,0,Low,active,Non-corridor,unknown,unknown,700.3774083333333,,6.0,3.0,0,0,2756,4974,5,10,10
planned,13.0489059,77.6454803,0,Low,closed,Non-corridor,unknown,unknown,2880.0393166666668,2880.0393166666668,5.0,1.0,0,0,2756,4974,3,10,10
unplanned,12.9998719,77.5950313,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,6.0,3.0,0,0,2756,4974,11,3,10
unplanned,13.019521,77.7087876,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,19.0,3.0,1,0,2756,4974,11,3,10
unplanned,13.0499141,77.5927599,1,High,active,Bellary Road 1,unknown,unknown,700.3774083333333,,19.0,3.0,1,0,537,4974,4,10,10
unplanned,13.0599577,77.5067828,0,Low,closed,Non-corridor,North Zone 2,BagalakunteCrossJunction,700.3774083333333,,1.0,6.0,0,1,2756,2,13,10,5
planned,12.9170417,77.579445,0,Low,closed,Non-corridor,unknown,unknown,241.28488333333334,241.28488333333334,21.0,3.0,0,0,2756,4974,3,10,10
unplanned,12.9929641,77.5951316,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,22.0,3.0,0,0,2756,4974,11,1,10
unplanned,12.969761,77.7501885,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,22.0,3.0,0,0,2756,4974,5,10,10
unplanned,12.9698642,77.7500164,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,22.0,3.0,0,0,2756,4974,5,10,10
unplanned,13.1006196,77.5815296,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,23.0,3.0,0,0,2756,4974,11,1,10
unplanned,13.0073126,77.6624143,0,High,closed,ORR North 1,unknown,unknown,700.3774083333333,,1.0,4.0,0,0,239,4974,11,2,10
unplanned,12.9415287,77.7471451,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,0.0,4.0,0,0,2756,4974,11,9,10
unplanned,13.0380857,77.6260768,0,High,closed,Hennur Main Road,unknown,unknown,700.3774083333333,,0.0,4.0,0,0,68,4974,11,1,10
unplanned,12.9736979,77.5993387,0,High,closed,CBD 2,unknown,unknown,700.3774083333333,,0.0,4.0,0,0,94,4974,9,10,10
unplanned,13.0018232,77.6791257,0,High,closed,ORR East 2,unknown,unknown,700.3774083333333,,1.0,4.0,0,0,179,4974,11,9,10
unplanned,13.0231113,77.5847437,0,High,closed,Bellary Road 1,unknown,unknown,700.3774083333333,,7.0,3.0,1,0,537,4974,11,4,10
unplanned,12.9698642,77.7500164,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,22.0,3.0,0,0,2756,4974,5,10,10
unplanned,13.0463132,77.591128,0,High,closed,Bellary Road 1,unknown,unknown,700.3774083333333,,19.0,3.0,1,0,537,4974,11,2,10
unplanned,12.957724,77.6059638,0,High,closed,Hosur Road,unknown,CMP GateJunc,700.3774083333333,,19.0,3.0,1,0,274,18,5,10,10
unplanned,12.9857006,77.5978064,0,High,closed,CBD 2,unknown,unknown,700.3774083333333,,21.0,3.0,0,0,94,4974,11,1,10
planned,12.9170961,77.5793812,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,700.3774083333333,22.0,3.0,0,0,2756,4974,3,10,10
unplanned,12.9574747,77.6058578,0,High,closed,Hosur Road,Central Zone 1,CMP GateJunc,700.3774083333333,,19.0,2.0,1,0,274,18,5,10,0
unplanned,12.9581539,77.6060706,0,High,closed,Hosur Road,Central Zone 1,CMP GateJunc,700.3774083333333,,19.0,2.0,1,0,274,18,5,10,0
unplanned,12.9616631,77.5604953,0,High,closed,Mysore Road,unknown,unknown,700.3774083333333,,4.0,3.0,0,0,629,4974,11,1,10
unplanned,13.0275023,77.6619029,0,Low,active,Non-corridor,unknown,unknown,700.3774083333333,,3.0,4.0,0,0,2756,4974,9,10,10
unplanned,13.0275017,77.6618648,0,Low,active,Non-corridor,unknown,unknown,700.3774083333333,,3.0,4.0,0,0,2756,4974,9,10,10
unplanned,13.0246424,77.6594326,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,3.0,4.0,0,0,2756,4974,11,2,10
unplanned,12.9124406,77.4851732,0,High,closed,Mysore Road,unknown,unknown,700.3774083333333,,3.0,4.0,0,0,629,4974,4,10,10
unplanned,13.0977963,77.5632888,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,3.0,4.0,0,0,2756,4974,4,10,10
unplanned,12.9730514,77.5384555,0,High,closed,West of Chord Road,unknown,unknown,700.3774083333333,,19.0,3.0,1,0,158,4974,11,1,10
unplanned,13.0032331,77.6821244,0,High,closed,ORR East 2,unknown,unknown,700.3774083333333,,2.0,4.0,0,0,179,4974,11,2,10
unplanned,12.9876954,77.5134061,0,High,closed,Magadi Road,unknown,unknown,700.3774083333333,,20.0,3.0,1,0,215,4974,11,5,10
unplanned,12.9583466,77.6060636,0,High,closed,Hosur Road,unknown,CMP GateJunc,700.3774083333333,,19.0,3.0,1,0,274,18,5,10,10
unplanned,13.0450765,77.5820295,0,High,closed,ORR North 2,unknown,unknown,700.3774083333333,,4.0,3.0,0,0,166,4974,11,2,10
unplanned,13.0469336,77.5916826,0,High,closed,Bellary Road 1,unknown,unknown,700.3774083333333,,19.0,3.0,1,0,537,4974,11,2,10
unplanned,13.0508441,77.5077523,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,19.0,3.0,1,0,2756,4974,11,2,10
unplanned,12.9909343,77.6563082,0,High,closed,Old Madras Road,unknown,unknown,700.3774083333333,,20.0,3.0,1,0,241,4974,11,4,10
unplanned,12.9938878,77.5891555,1,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,7.0,3.0,1,0,2756,4974,10,10,10
unplanned,12.9871663,77.5201307,0,High,closed,Magadi Road,unknown,unknown,700.3774083333333,,6.0,3.0,0,0,215,4974,11,2,10
unplanned,12.9512015,77.5395153,0,High,closed,West of Chord Road,unknown,unknown,700.3774083333333,,6.0,3.0,0,0,158,4974,11,1,10
unplanned,12.943635,77.6077578,0,High,closed,Hosur Road,unknown,unknown,700.3774083333333,,4.0,4.0,0,0,274,4974,11,1,10
unplanned,13.0030173,77.6122203,1,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,7.0,3.0,1,0,2756,4974,11,1,10
unplanned,12.9831235,77.5308168,0,High,closed,Magadi Road,unknown,unknown,700.3774083333333,,7.0,3.0,1,0,215,4974,11,1,10
unplanned,13.045438,77.5077257,0,High,closed,Tumkur Road,unknown,unknown,700.3774083333333,,9.0,3.0,1,0,400,4974,11,3,10
unplanned,13.0036733,77.6631733,0,High,closed,ORR North 1,unknown,unknown,700.3774083333333,,10.0,3.0,1,0,239,4974,1,10,10
unplanned,12.9123682,77.5673409,0,High,active,ORR West 1,unknown,unknown,700.3774083333333,,6.0,4.0,0,0,140,4974,13,10,10
unplanned,12.9060449,77.5857343,0,High,closed,ORR West 1,unknown,unknown,700.3774083333333,,6.0,4.0,0,0,140,4974,11,1,10
unplanned,13.0096382,77.5059421,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,6.0,4.0,0,0,2756,4974,11,1,10
unplanned,13.1029884,77.5861539,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,5.0,4.0,0,0,2756,4974,11,1,10
unplanned,13.0101997,77.5847099,0,High,closed,Bellary Road 1,unknown,unknown,700.3774083333333,,7.0,3.0,1,0,537,4974,11,8,10
unplanned,12.9525221,77.6201611,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,8.0,3.0,1,0,2756,4974,11,1,10
unplanned,12.914054,77.5660344,0,High,closed,ORR West 1,unknown,unknown,700.3774083333333,,7.0,4.0,1,0,140,4974,1,10,10
unplanned,13.0199169,77.5843714,0,High,closed,Bellary Road 1,unknown,unknown,700.3774083333333,,18.0,3.0,1,0,537,4974,4,10,10
unplanned,13.0201837,77.5842153,0,High,closed,Bellary Road 1,unknown,unknown,700.3774083333333,,18.0,3.0,1,0,537,4974,4,10,10
unplanned,13.0204421,77.5842988,0,High,closed,Bellary Road 1,unknown,unknown,700.3774083333333,,18.0,3.0,1,0,537,4974,4,10,10
unplanned,13.0136092,77.6618043,0,High,closed,ORR North 1,unknown,unknown,700.3774083333333,,19.0,3.0,1,0,239,4974,4,10,10
unplanned,13.0055562,77.6627612,0,High,closed,ORR North 1,unknown,unknown,700.3774083333333,,19.0,3.0,1,0,239,4974,10,10,10
unplanned,12.9140165,77.5660438,0,High,active,ORR West 1,unknown,unknown,700.3774083333333,,7.0,4.0,1,0,140,4974,4,10,10
unplanned,12.9140395,77.5660392,0,High,closed,ORR West 1,unknown,unknown,700.3774083333333,,7.0,4.0,1,0,140,4974,1,10,10
unplanned,12.9749576,77.5866338,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,6.0,4.0,0,0,2756,4974,11,6,10
unplanned,12.964071,77.5698422,0,High,closed,Mysore Road,unknown,unknown,700.3774083333333,,9.0,4.0,1,0,629,4974,11,4,10
unplanned,12.9594884,77.6537937,0,High,closed,Old Airport Road,unknown,unknown,700.3774083333333,,4.0,4.0,0,0,61,4974,11,4,10
unplanned,13.0036414,77.5838527,0,High,closed,Bellary Road 1,unknown,unknown,700.3774083333333,,6.0,4.0,0,0,537,4974,11,7,10
unplanned,13.0160648,77.5836069,0,High,closed,Bellary Road 1,unknown,unknown,700.3774083333333,,9.0,4.0,1,0,537,4974,11,1,10
planned,12.9695766,77.7004868,0,High,closed,ORR East 2,unknown,unknown,8.67075,8.67075,19.0,3.0,1,0,179,4974,3,10,10
unplanned,13.0440346,77.7486856,1,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,21.0,3.0,0,0,2756,4974,11,9,10
unplanned,12.9878836,77.5156106,0,High,closed,Magadi Road,unknown,unknown,700.3774083333333,,21.0,3.0,0,0,215,4974,9,10,10
unplanned,13.0128473,77.5545839,0,High,closed,West of Chord Road,unknown,unknown,700.3774083333333,,19.0,3.0,1,0,158,4974,5,10,10
unplanned,12.8911537,77.5982266,0,High,closed,Bannerghata Road,unknown,unknown,700.3774083333333,,19.0,3.0,1,0,196,4974,5,10,10
unplanned,12.9356926,77.5128333,0,High,closed,Mysore Road,unknown,unknown,700.3774083333333,,4.0,4.0,0,0,629,4974,11,1,10
unplanned,12.9641944,77.5707412,0,High,closed,Mysore Road,unknown,unknown,700.3774083333333,,8.0,4.0,1,0,629,4974,11,9,10
unplanned,13.0694965,77.446914,1,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,19.0,3.0,1,0,2756,4974,11,9,10
unplanned,13.0126029,77.5544554,0,High,closed,West of Chord Road,unknown,unknown,700.3774083333333,,20.0,4.0,1,0,158,4974,11,1,10
unplanned,13.031589,77.6295783,0,High,closed,ORR North 1,unknown,unknown,700.3774083333333,,19.0,3.0,1,0,239,4974,11,2,10
unplanned,12.93336293,77.68898735,0,High,closed,ORR East 1,unknown,unknown,700.3774083333333,,18.0,4.0,1,0,223,4974,11,2,10
unplanned,13.0166638,77.5836457,1,High,closed,Bellary Road 1,unknown,unknown,700.3774083333333,,20.0,4.0,1,0,537,4974,11,4,10
unplanned,13.0295902,77.537008,0,High,closed,Tumkur Road,unknown,unknown,700.3774083333333,,19.0,4.0,1,0,400,4974,11,1,10
unplanned,13.0434933,77.590776,0,High,closed,Bellary Road 1,unknown,unknown,700.3774083333333,,19.0,4.0,1,0,537,4974,11,4,10
unplanned,12.9729384,77.5128128,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,21.0,3.0,0,0,2756,4974,11,1,10
unplanned,13.0270939,77.5434332,0,High,closed,Tumkur Road,unknown,unknown,700.3774083333333,,21.0,3.0,0,0,400,4974,11,6,10
unplanned,12.926154,77.676723,0,High,closed,ORR East 1,unknown,unknown,700.3774083333333,,21.0,3.0,0,0,223,4974,11,1,10
unplanned,12.9219507,77.5602425,0,High,closed,ORR West 1,unknown,unknown,700.3774083333333,,21.0,3.0,0,0,140,4974,9,10,10
unplanned,12.92625,77.5485883,0,High,closed,ORR West 1,unknown,unknown,700.3774083333333,,21.0,3.0,0,0,140,4974,11,1,10
